identifier,incident,start date,end date,number of deaths,state,start_month,end_month
IBD025746,Herder Vs Sibling,2022-11-20,2022-11-20,1,Abuja,11,11
IBD025785,Student Vs Colleagues,2022-11-20,2022-11-20,1,Sokoto,11,11
IBD025737,Auto Crash,2022-11-19,2022-11-19,9,Kano,11,11
IBD025747,Man Vs Woman,2022-11-19,2022-11-19,1,Kano,11,11
IBD025727,Gunmen Vs Policemen,2022-11-19,2022-11-19,3,Enugu,11,11
IBD025760,Herdsmen Attack,2022-11-19,2022-11-21,10,Enugu,11,11
IBD025873,Man Vs Lover,2022-11-19,2022-11-19,1,Oyo,11,11
IBD025740,Air Force Vs Bandits,2022-11-19,2022-11-19,9,Unknown,11,11
IBD025745,Air Force Vs Bandits,2022-11-19,2022-11-19,20,Kaduna,11,11
IBD025742,Mob Vs Transport Boss,2022-11-19,2022-11-19,2,Oyo,11,11
IBD025971,Ipob Esn Vs Vigilante,2022-11-19,2022-11-19,2,Enugu,11,11
IBD025729,Farmer Kills Attacker,2022-11-19,2022-11-19,1,Katsina,11,11
IBD025954,Kidnappers Vs Couple,2022-11-19,2022-11-19,2,Anambra,11,11
IBD025755,Female Corpse,2022-11-19,2022-11-19,1,Lagos,11,11
IBD025748,Gunmen Vs Police,2022-11-19,2022-11-19,1,Enugu,11,11
IBD025731,Mob Vs Robbers,2022-11-18,2022-11-18,3,Ebonyi,11,11
IBD025809,Police Vs Man,2022-11-18,2022-11-18,1,Adamawa,11,11
IBD025730,Gunmen Attack,2022-11-18,2022-11-18,2,Ebonyi,11,11
IBD026015,Bandits Vs Police,2022-11-18,2022-11-18,1,Kaduna,11,11
IBD025728,Gunmen Kill 2,2022-11-18,2022-11-18,2,Enugu,11,11
IBD025725,Gunmen Vs Ex Commissioner,2022-11-18,2022-11-18,2,Enugu,11,11
IBD025715,Auto Crash,2022-11-17,2022-11-17,1,Kwara,11,11
IBD025716,Auto Crash,2022-11-17,2022-11-17,6,Abuja,11,11
IBD025741,Assailants Vs Businessman,2022-11-16,2022-11-16,2,Delta,11,11
IBD025712,Soldier Vs Colleague,2022-11-16,2022-11-16,3,Borno,11,11
IBD025710,Bandits Vs Imam,2022-11-16,2022-11-16,1,Sokoto,11,11
IBD025816,Land Vendor Vs Man,2022-11-16,2022-11-16,1,Benue,11,11
IBD025749,Air Force Vs Bandits,2022-11-16,2022-11-19,10,Kaduna,11,11
IBD025714,Police Vs Bandits,2022-11-16,2022-11-16,7,Niger,11,11
IBD025700,Boko Haram Vs Women,2022-11-16,2022-11-16,21,Borno,11,11
IBD025751,Air Force Vs Bandits,2022-11-16,2022-11-19,10,Kaduna,11,11
IBD025750,Air Force Vs Bandits,2022-11-16,2022-11-19,10,Kaduna,11,11
IBD025709,Auto Crash,2022-11-16,2022-11-16,2,Bauchi,11,11
IBD025736,Naf Vs Boko Haram,2022-11-16,2022-11-17,16,Borno,11,11
IBD025812,Man Stab One,2022-11-16,2022-11-16,1,Bauchi,11,11
IBD025780,Woman Vs Husband,2022-11-16,2022-11-16,1,Oyo,11,11
IBD025713,Terrorists Attack,2022-11-16,2022-11-16,1,Plateau,11,11
IBD025688,Auto Crash,2022-11-15,2022-11-15,1,Lagos,11,11
IBD025787,Gunmen Attack,2022-11-15,2022-11-15,9,Plateau,11,11
IBD025689,Gunmen Vs Family,2022-11-15,2022-11-15,10,Plateau,11,11
IBD025683,Party Stalwart,2022-11-15,2022-11-15,1,Plateau,11,11
IBD025996,Gunmen Vs Ebubeagu Operative,2022-11-15,2022-11-15,1,Ebonyi,11,11
IBD025599,Kidnappers Vs Guard,2022-11-15,2022-11-15,1,Benue,11,11
IBD025754,Man Vs Wife,2022-11-14,2022-11-14,1,Ogun,11,11
IBD025738,Man Vs Mother In Law,2022-11-14,2022-11-14,2,Lagos,11,11
IBD025699,Gunmen Attack,2022-11-14,2022-11-14,3,Plateau,11,11
IBD025711,Bandits Vs Farmers,2022-11-14,2022-11-14,2,Sokoto,11,11
IBD025679,Gunmen Vs Woman,2022-11-14,2022-11-14,2,Imo,11,11
IBD025687,Decomposed Corps,2022-11-14,2022-11-14,2,Bauchi,11,11
IBD025691,Soldiers Vs Boko Haram,2022-11-14,2022-11-14,14,Borno,11,11
IBD025670,Gunmen Vs Monarch,2022-11-14,2022-11-14,4,Imo,11,11
IBD025685,Gunmen Attack,2022-11-14,2022-11-14,1,Kaduna,11,11
IBD025682,Auto Crash,2022-11-14,2022-11-14,10,Kaduna,11,11
IBD025686,Domestic Violence,2022-11-14,2022-11-14,1,Plateau,11,11
IBD025672,Auto Crash,2022-11-14,2022-11-14,2,Ekiti,11,11
IBD025669,Bandits Vs Villagers,2022-11-13,2022-11-13,3,Kaduna,11,11
IBD025674,Gunmen Vs Police,2022-11-13,2022-11-13,2,Imo,11,11
IBD025663,Army Vs Terrorists,2022-11-13,2022-11-13,2,Kaduna,11,11
IBD025671,Naf Vs Bandits,2022-11-13,2022-11-13,3,Kaduna,11,11
IBD025684,Gunmen Attack,2022-11-13,2022-11-13,3,Kaduna,11,11
IBD025678,Brothers Found Dead,2022-11-13,2022-11-13,2,Abuja,11,11
IBD025690,Army Vs Bandits,2022-11-13,2022-11-13,12,Kaduna,11,11
IBD025676,Tricycle Operator Vs Colleague,2022-11-13,2022-11-13,1,Ondo,11,11
IBD025673,Naf Air Strikes,2022-11-13,2022-11-13,10,Kaduna,11,11
IBD025675,Police Vs Assailant,2022-11-13,2022-11-13,1,Plateau,11,11
IBD025677,Assassins Kill 2,2022-11-12,2022-11-12,2,Delta,11,11
IBD025664,Army Vs Bandits,2022-11-12,2022-11-12,1,Kaduna,11,11
IBD025658,Gunmen Vs Soldiers,2022-11-12,2022-11-12,6,Anambra,11,11
IBD025666,Gunmen Attack,2022-11-12,2022-11-12,1,Benue,11,11
IBD028598,Man Vs Mother,2022-11-11,2022-11-11,1,Niger,11,11
IBD025657,Inferno,2022-11-11,2022-11-11,3,Kano,11,11
IBD025661,Ritual Killing,2022-11-11,2022-11-11,1,Plateau,11,11
IBD025653,Son Vs Father,2022-11-11,2022-11-11,1,Plateau,11,11
IBD025659,Bullion Van Attack,2022-11-11,2022-11-11,3,Anambra,11,11
IBD025717,Kidnap Victim,2022-11-11,2022-11-11,1,Abuja,11,11
IBD025667,Gunmen Attack,2022-11-11,2022-11-11,1,Benue,11,11
IBD025656,Building Collapse,2022-11-11,2022-11-11,1,Oyo,11,11
IBD025695,Girl Dies,2022-11-11,2022-11-11,1,Abuja,11,11
IBD025652,Gunmen Attack,2022-11-10,2022-11-10,5,Benue,11,11
IBD025784,Wife Vs Husband,2022-11-10,2022-11-10,1,Rivers,11,11
IBD025651,Auto Crash,2022-11-10,2022-11-10,3,Borno,11,11
IBD025645,Stadium Collapse,2022-11-10,2022-11-10,3,Delta,11,11
IBD025758,Ritual Killing,2022-11-10,2022-11-10,1,Ogun,11,11
IBD025649,Security Operatives Vs Bandit Leader,2022-11-10,2022-11-10,11,Kaduna,11,11
IBD025662,Bandits Vs Farmers,2022-11-10,2022-11-10,1,Niger,11,11
IBD025650,Army Vs Bandits,2022-11-10,2022-11-10,24,Zamfara,11,11
IBD025648,Motorcyclists Vs Robber,2022-11-10,2022-11-10,1,Lagos,11,11
IBD025726,Woman Vs Stepson,2022-11-09,2022-11-09,1,Katsina,11,11
IBD025642,Witchcraft,2022-11-09,2022-11-09,1,Kebbi,11,11
IBD025660,Auto Crash,2022-11-09,2022-11-09,1,Lagos,11,11
IBD025627,Auto Crash,2022-11-09,2022-11-09,16,Adamawa,11,11
IBD025632,Mob Vs Robbers,2022-11-09,2022-11-09,2,Enugu,11,11
IBD025628,Students Found Dead,2022-11-09,2022-11-09,2,Abia,11,11
IBD025633,Auto Crash,2022-11-09,2022-11-09,4,Ogun,11,11
IBD025681,Farmers Vs Herders,2022-11-09,2022-11-09,2,Jigawa,11,11
IBD025636,Bandits Attack,2022-11-09,2022-11-09,2,Niger,11,11
IBD026215,Woman Vs Maid,2022-11-09,2022-11-09,1,Enugu,11,11
IBD025647,Domestic Violence,2022-11-09,2022-11-09,1,Lagos,11,11
IBD025641,Auto Crash Explosion,2022-11-09,2022-11-09,21,Kogi,11,11
IBD025640,Gun Charm,2022-11-09,2022-11-09,1,Adamawa,11,11
IBD025639,Herdsmen Vs Farmers,2022-11-08,2022-11-08,1,Kano,11,11
IBD025630,Gunmen Attack,2022-11-08,2022-11-08,2,Niger,11,11
IBD025629,Gunmen Vs Businessman,2022-11-08,2022-11-08,1,Niger,11,11
IBD025813,Herdsmen Attack,2022-11-08,2022-11-08,2,Enugu,11,11
IBD025635,Medical Quackery,2022-11-08,2022-11-08,1,Enugu,11,11
IBD025621,Auto Crash,2022-11-08,2022-11-08,1,Enugu,11,11
IBD025624,Gunmen Vs Police,2022-11-08,2022-11-08,3,Anambra,11,11
IBD025619,Explosion,2022-11-08,2022-11-08,8,Anambra,11,11
IBD025634,Gunmen Attack,2022-11-08,2022-11-08,4,Plateau,11,11
IBD026186,Gunmen Vs Police,2022-11-07,2022-11-07,1,Imo,11,11
IBD025631,Communal Attack,2022-11-07,2022-11-09,28,Benue,11,11
IBD025603,Auto Crash,2022-11-07,2022-11-07,3,Ogun,11,11
IBD025614,Banditry,2022-11-07,2022-11-07,43,Niger,11,11
IBD025622,Auto Crash,2022-11-07,2022-11-07,2,Kaduna,11,11
IBD025655,Auto Crash,2022-11-07,2022-11-11,2,Niger,11,11
IBD025665,Banditry,2022-11-07,2022-11-07,1,Kaduna,11,11
IBD025602,Bandits Kill 5,2022-11-07,2022-11-07,5,Niger,11,11
IBD025607,Army Vs Bandits,2022-11-06,2022-11-06,10,Zamfara,11,11
IBD025620,Auto Crash,2022-11-06,2022-11-06,14,Kano,11,11
IBD025608,Auto Crash,2022-11-06,2022-11-06,3,Niger,11,11
IBD025615,Bandits Vs Cook,2022-11-06,2022-11-06,1,Katsina,11,11
IBD025604,Army Vs Bandit Kingpin,2022-11-06,2022-11-06,5,Zamfara,11,11
IBD025593,Cult Clash,2022-11-05,2022-11-05,5,Rivers,11,11
IBD025638,Herdsmen Vs Farmers,2022-11-05,2022-11-05,2,Kano,11,11
IBD025644,Army Vs Ipob Esn,2022-11-05,2022-11-05,2,Abia,11,11
IBD025623,Electrocution,2022-11-05,2022-11-05,1,Lagos,11,11
IBD025610,Soldier Vs Man,2022-11-05,2022-11-05,1,Abia,11,11
IBD025587,Auto Crash,2022-11-05,2022-11-05,5,Bauchi,11,11
IBD025600,Drown,2022-11-05,2022-11-05,1,Kano,11,11
IBD025590,Labourers Drowned,2022-11-05,2022-11-05,1,Osun,11,11
IBD025625,Auto Crash,2022-11-05,2022-11-05,1,Nasarawa,11,11
IBD025596,Air Force Vs Iswap,2022-11-05,2022-11-05,22,Borno,11,11
IBD025654,Man Vs Sex Worker,2022-11-05,2022-11-05,1,Delta,11,11
IBD025592,Domestic Violence,2022-11-05,2022-11-05,2,Ondo,11,11
IBD025617,Auto Crash,2022-11-04,2022-11-04,6,Borno,11,11
IBD025586,Army Vs Boko Haram,2022-11-04,2022-11-04,3,Borno,11,11
IBD025583,Gunmen Attack,2022-11-04,2022-11-04,2,Bauchi,11,11
IBD025589,Cult Killing,2022-11-04,2022-11-04,1,Ogun,11,11
IBD025618,Electrocution,2022-11-04,2022-11-04,2,Oyo,11,11
IBD025597,Air Force Vs Iswap,2022-11-04,2022-11-04,20,Borno,11,11
IBD025584,Residents Clash,2022-11-04,2022-11-04,3,Delta,11,11
IBD025626,Army Vs Ipob Esn,2022-11-04,2022-11-04,4,Abia,11,11
IBD025601,Army Vs Youths,2022-11-04,2022-11-07,19,Imo,11,11
IBD025582,Auto Crash,2022-11-04,2022-11-04,2,Ogun,11,11
IBD025611,Youth Vs Friend,2022-11-04,2022-11-04,1,Kaduna,11,11
IBD025581,Herdsmen Attack,2022-11-04,2022-11-04,19,Benue,11,11
IBD025588,Gunmen Attack,2022-11-03,2022-11-03,3,Borno,11,11
IBD025585,Flooding,2022-11-03,2022-11-03,4,Bayelsa,11,11
IBD025613,Female Student,2022-11-03,2022-11-03,1,Delta,11,11
IBD025606,Soldiers Vs Community,2022-11-03,2022-11-06,10,Abia,11,11
IBD025575,Auto Crash,2022-11-02,2022-11-02,9,Ebonyi,11,11
IBD025580,Communal Clash,2022-11-02,2022-11-02,2,Ogun,11,11
IBD025579,Man Vs Neighbour,2022-11-02,2022-11-02,1,Kwara,11,11
IBD025559,Gunmen Attack,2022-11-02,2022-11-02,3,Anambra,11,11
IBD025668,Robbers Vs Woman,2022-11-02,2022-11-02,1,Lagos,11,11
IBD025577,Bandits Attack,2022-11-02,2022-11-02,1,Kaduna,11,11
IBD025574,Motorcyclist,2022-11-02,2022-11-02,1,Lagos,11,11
IBD025570,Bandits Attack,2022-11-02,2022-11-02,4,Kebbi,11,11
IBD025578,Mob Vs Motorcycle Thief,2022-11-01,2022-11-01,1,Plateau,11,11
IBD025565,Police Vs Kidnappers,2022-11-01,2022-11-01,1,Akwa Ibom,11,11
IBD025560,Bandits Vs Vigilantes State,2022-11-01,2022-11-01,14,Niger,11,11
IBD025551,Generator Explosion,2022-11-01,2022-11-01,2,Lagos,11,11
IBD025562,Domestic Violence,2022-11-01,2022-11-01,1,Akwa Ibom,11,11
IBD025594,Man Vs Wife,2022-11-01,2022-11-01,1,Delta,11,11
IBD025612,Assailants Vs Man,2022-11-01,2022-11-01,1,Delta,11,11
IBD025552,Found Dead,2022-11-01,2022-11-01,10,Edo,11,11
IBD025566,Boy Drown,2022-11-01,2022-11-01,1,Kano,11,11
IBD025550,Terrorists Vs Hunters,2022-11-01,2022-11-01,5,Niger,11,11
IBD026938,Man Vs Girlfriend,2022-11-01,2022-11-01,1,Lagos,11,11
IBD025556,Cult Killing,2022-10-31,2022-11-01,5,Kwara,10,11
IBD025553,Gas Explosion,2022-10-31,2022-10-31,1,Kwara,10,10
IBD025548,Baby Dies,2022-10-31,2022-10-31,1,Lagos,10,10
IBD025546,Teenagers Drown,2022-10-31,2022-10-31,2,Kaduna,10,10
IBD025561,Farmer Vs Herder,2022-10-31,2022-10-31,2,Nasarawa,10,10
IBD025646,Cult Killing,2022-10-31,2022-11-01,2,Kwara,10,11
IBD025529,Army Vs Terrorists,2022-10-30,2022-10-30,8,Kaduna,10,10
IBD025539,Auto Crash,2022-10-30,2022-10-30,12,Enugu,10,10
IBD025533,Inferno,2022-10-30,2022-10-30,3,Kwara,10,10
IBD025555,Auto Crash,2022-10-30,2022-10-30,1,Bauchi,10,10
IBD025543,Gunmen Vs Man,2022-10-30,2022-10-30,1,Ebonyi,10,10
IBD025540,Gunmen Vs Vigilantes,2022-10-30,2022-10-30,6,Kogi,10,10
IBD025545,Miners Die,2022-10-29,2022-10-29,2,Kogi,10,10
IBD025530,Thug Kill Man,2022-10-29,2022-10-29,2,Plateau,10,10
IBD025535,Muslim Procession,2022-10-29,2022-10-29,1,Niger,10,10
IBD025528,Army Vs Terrorists,2022-10-29,2022-10-29,6,Niger,10,10
IBD025536,Militias,2022-10-29,2022-10-29,2,Plateau,10,10
IBD025538,Auto Crash,2022-10-29,2022-10-29,1,Niger,10,10
IBD025537,Auto Crash,2022-10-29,2022-10-29,4,Oyo,10,10
IBD025554,Man Vs Friend,2022-10-29,2022-10-29,1,Bauchi,10,10
IBD025534,Herdsmen Attack,2022-10-29,2022-10-29,3,Benue,10,10
IBD025576,Assailants Attack,2022-10-28,2022-10-28,1,Oyo,10,10
IBD025524,Kidnappers Kill 3,2022-10-28,2022-10-28,3,Oyo,10,10
IBD025544,Landlady Vs Tenant,2022-10-28,2022-10-28,1,Unknown,10,10
IBD025531,Boko Haram Attack,2022-10-28,2022-10-28,40,Borno,10,10
IBD025616,Extra Judicial Killing,2022-10-28,2022-10-28,3,Bayelsa,10,10
IBD025521,Auto Crash,2022-10-28,2022-10-28,3,Anambra,10,10
IBD025517,Auto Crash,2022-10-27,2022-10-27,2,Niger,10,10
IBD025557,Kidnap Victim,2022-10-27,2022-10-27,1,Kano,10,10
IBD025520,Police Vs Gunmen,2022-10-27,2022-10-27,1,Imo,10,10
IBD025518,Gunmen Vs Herder,2022-10-27,2022-10-27,1,Delta,10,10
IBD025516,Camp Building Collapse,2022-10-27,2022-10-27,5,Kogi,10,10
IBD025506,Auto Crash,2022-10-26,2022-10-26,3,Lagos,10,10
IBD025514,Sex Romp,2022-10-26,2022-10-26,1,Ondo,10,10
IBD025564,Student Vs Colleague,2022-10-26,2022-10-26,1,Akwa Ibom,10,10
IBD025511,Man Vs Girlfriend,2022-10-25,2022-10-25,1,Adamawa,10,10
IBD025526,Communal Clash,2022-10-25,2022-10-25,34,Bauchi,10,10
IBD025504,Female Corpse,2022-10-25,2022-10-25,1,Cross River,10,10
IBD025475,Auto Crash,2022-10-24,2022-10-24,2,Ogun,10,10
IBD025500,Boko Haram Vs Iswap,2022-10-24,2022-10-24,24,Borno,10,10
IBD025519,Guard Vs Tenant,2022-10-24,2022-10-24,1,Lagos,10,10
IBD025509,Woman Vs Lover,2022-10-24,2022-10-24,1,Edo,10,10
IBD025510,Land Dispute,2022-10-24,2022-10-24,1,Ondo,10,10
IBD025572,Army Vs Terrorists,2022-10-24,2022-10-24,49,Borno,10,10
IBD025573,Naf Vs Terrorists,2022-10-24,2022-10-24,48,Katsina,10,10
IBD025598,Assailants Vs Accounting Officer,2022-10-24,2022-10-24,1,Imo,10,10
IBD025502,Robber Vs Motorcyclist,2022-10-24,2022-10-24,1,Kwara,10,10
IBD025503,Auto Crash,2022-10-24,2022-10-24,5,Kaduna,10,10
IBD025495,Mob Kill Thief,2022-10-23,2022-10-23,1,Akwa Ibom,10,10
IBD025507,Auto Crash,2022-10-23,2022-10-23,1,Lagos,10,10
IBD025490,Smugglers Vs Soldiers,2022-10-23,2022-10-23,2,Ogun,10,10
IBD025474,Mob Vs Thief,2022-10-23,2022-10-23,1,Akwa Ibom,10,10
IBD025496,Auto Crash,2022-10-23,2022-10-23,3,Ogun,10,10
IBD025472,Auto Crash,2022-10-23,2022-10-23,3,Ogun,10,10
IBD025501,Boat Mishap,2022-10-23,2022-10-23,4,Lagos,10,10
IBD025486,Herdsmen Attack,2022-10-23,2022-10-23,3,Benue,10,10
IBD025492,Electrocution,2022-10-23,2022-10-23,2,Ekiti,10,10
IBD025571,Army Vs Terrorists,2022-10-23,2022-10-23,35,Kaduna,10,10
IBD025498,Gunmen Attack,2022-10-23,2022-10-23,2,Sokoto,10,10
IBD025484,Army Vs Iswap,2022-10-23,2022-10-23,24,Borno,10,10
IBD025463,Flooding,2022-10-22,2022-10-22,2,Delta,10,10
IBD025459,Herdsmen Attack,2022-10-22,2022-10-22,2,Nasarawa,10,10
IBD025480,Iswap Vs Boko Haram,2022-10-22,2022-10-22,6,Borno,10,10
IBD025473,Flooding,2022-10-22,2022-10-22,1,Bayelsa,10,10
IBD025478,Guard Found Dead,2022-10-22,2022-10-22,1,Lagos,10,10
IBD025569,Army Vs Boko Haram,2022-10-22,2022-10-22,1,Borno,10,10
IBD025477,Terrorists Attack,2022-10-22,2022-10-22,2,Katsina,10,10
IBD025505,Domestic Violence,2022-10-22,2022-10-22,1,Lagos,10,10
IBD025476,Bandits Vs Passengers,2022-10-22,2022-10-22,2,Katsina,10,10
IBD028688,Cult Killing,2022-10-21,2022-10-21,1,Edo,10,10
IBD025456,Vigilante Vs Teenager,2022-10-21,2022-10-21,1,Kaduna,10,10
IBD025461,Auto Crash,2022-10-21,2022-10-21,3,Kwara,10,10
IBD025497,Army Vs Bandits,2022-10-21,2022-10-21,35,Zamfara,10,10
IBD025568,Naf Vs Boko Haram,2022-10-21,2022-10-21,48,Borno,10,10
IBD025567,Naf Vs Boko Haram,2022-10-21,2022-10-21,45,Borno,10,10
IBD025488,Smugglers Vs Customs Officer,2022-10-21,2022-10-21,1,Kwara,10,10
IBD025493,Gunmen Kill Policeman,2022-10-21,2022-10-21,1,Enugu,10,10
IBD025454,Gunmen Vs Pastor,2022-10-21,2022-10-21,7,Edo,10,10
IBD025448,Auto Crash,2022-10-20,2022-10-20,10,Ogun,10,10
IBD025450,Army Vs Bandits,2022-10-20,2022-10-20,4,Zamfara,10,10
IBD025453,Vigilante Vs Herdsmen,2022-10-20,2022-10-20,6,Edo,10,10
IBD025512,Auto Crash,2022-10-20,2022-10-27,29,Kwara,10,10
IBD025468,Flooding,2022-10-20,2022-10-20,4,Plateau,10,10
IBD025525,Police Vs Colleague,2022-10-19,2022-10-19,1,Kebbi,10,10
IBD025443,Cultists Vs Vigilantes,2022-10-19,2022-10-19,2,Rivers,10,10
IBD025444,One Killed,2022-10-19,2022-10-19,2,Lagos,10,10
IBD025482,Guard Vs Water Vendor,2022-10-19,2022-10-19,1,Lagos,10,10
IBD025449,Army Vs Bandits,2022-10-19,2022-10-19,30,Kaduna,10,10
IBD025452,Auto Crash,2022-10-19,2022-10-19,3,Lagos,10,10
IBD025441,Herdsmen Attack,2022-10-19,2022-10-19,3,Benue,10,10
IBD025591,Electrocution,2022-10-19,2022-10-19,1,Osun,10,10
IBD025479,Rape,2022-10-19,2022-10-19,1,Ogun,10,10
IBD025513,Wife Vs Husband,2022-10-19,2022-10-19,1,Borno,10,10
IBD025955,Kidnappers Vs Man,2022-10-19,2022-10-19,1,Ogun,10,10
IBD025471,Auto Crash,2022-10-19,2022-10-19,1,Ogun,10,10
IBD025345,Herdsmen Attack,2022-10-18,2022-10-18,30,Benue,10,10
IBD025440,Land Tussle,2022-10-18,2022-10-18,2,Niger,10,10
IBD025508,Auto Crash,2022-10-18,2022-10-18,1,Lagos,10,10
IBD025445,One Killed,2022-10-18,2022-10-18,1,Rivers,10,10
IBD025442,Boat Capsized,2022-10-18,2022-10-18,15,Sokoto,10,10
IBD025431,Gunmen Kill 2,2022-10-18,2022-10-18,2,Niger,10,10
IBD026516,Assailants Vs Man,2022-10-18,2022-10-18,1,Lagos,10,10
IBD025438,Man Dies,2022-10-17,2022-10-17,1,Kano,10,10
IBD025434,Communal Clash,2022-10-17,2022-10-17,1,Ondo,10,10
IBD025436,Girl Drowns,2022-10-17,2022-10-17,1,Jigawa,10,10
IBD025455,Army Vs Boko Haram,2022-10-17,2022-10-17,49,Borno,10,10
IBD025439,Auto Crash,2022-10-17,2022-10-17,1,Kaduna,10,10
IBD025481,Snake Bite,2022-10-17,2022-10-17,1,Plateau,10,10
IBD025432,Banditry,2022-10-17,2022-10-17,1,Plateau,10,10
IBD025406,Auto Crash,2022-10-16,2022-10-16,14,Kaduna,10,10
IBD025417,Gunmen Attack,2022-10-16,2022-10-16,2,Kogi,10,10
IBD025416,Factory Workers,2022-10-16,2022-10-16,3,Ogun,10,10
IBD025467,Flooding,2022-10-16,2022-10-16,1,Akwa Ibom,10,10
IBD025814,Political Issue,2022-10-16,2022-10-16,1,Ebonyi,10,10
IBD025421,Troops Vs Boko Haram,2022-10-16,2022-10-16,6,Borno,10,10
IBD025418,Auto Crash,2022-10-16,2022-10-16,5,Kogi,10,10
IBD025532,Police Brutality,2022-10-16,2022-10-16,1,Kaduna,10,10
IBD025414,Police Vs Colleague,2022-10-16,2022-10-16,1,Abia,10,10
IBD025491,Hospital Negligence,2022-10-16,2022-10-16,1,Enugu,10,10
IBD025424,Man Vs Mother In Law,2022-10-16,2022-10-16,1,Niger,10,10
IBD025435,Girl Drowns,2022-10-16,2022-10-16,1,Jigawa,10,10
IBD025541,Extrajudicial Killing,2022-10-16,2022-10-16,1,Kaduna,10,10
IBD025464,Flooding,2022-10-16,2022-10-16,2,Akwa Ibom,10,10
IBD025430,Inferno,2022-10-15,2022-10-15,1,Lagos,10,10
IBD025401,Political Violence,2022-10-15,2022-10-15,1,Zamfara,10,10
IBD025411,Auto Crash,2022-10-15,2022-10-15,3,Lagos,10,10
IBD025402,Auto Crash,2022-10-15,2022-10-15,11,Bauchi,10,10
IBD025460,Drug Addict Vs Lady,2022-10-15,2022-10-15,1,Osun,10,10
IBD025404,Cult Clash,2022-10-15,2022-10-15,2,Plateau,10,10
IBD025407,Flooding,2022-10-15,2022-10-15,1,Delta,10,10
IBD025409,Cult Clash,2022-10-15,2022-10-15,1,Osun,10,10
IBD025522,Auto Crash,2022-10-15,2022-10-15,1,Oyo,10,10
IBD025935,Medical Negligence,2022-10-15,2022-10-15,1,Ogun,10,10
IBD025405,Mob Vs Thief,2022-10-15,2022-10-15,1,Plateau,10,10
IBD025422,Vigilante Vs Youth Leader,2022-10-15,2022-10-15,1,Rivers,10,10
IBD025977,Extra Judicial Killing,2022-10-15,2022-10-15,1,Rivers,10,10
IBD025394,Flooding,2022-10-14,2022-10-14,1,Rivers,10,10
IBD025400,Teenager Vs Father,2022-10-14,2022-10-14,1,Delta,10,10
IBD025423,Police Vs Robbers,2022-10-14,2022-10-14,3,Benue,10,10
IBD025403,Gunmen Kill 4,2022-10-14,2022-10-15,4,Plateau,10,10
IBD025398,Sex Romp,2022-10-14,2022-10-14,1,Lagos,10,10
IBD025515,Man Vs Girlfriend,2022-10-14,2022-10-14,1,Lagos,10,10
IBD025494,Flood Victim,2022-10-14,2022-10-14,1,Abuja,10,10
IBD025399,Boat Capsized,2022-10-14,2022-10-14,22,Niger,10,10
IBD025391,Auto Crash,2022-10-14,2022-10-14,3,Rivers,10,10
IBD025386,Lady Vs Boyfriend,2022-10-13,2022-10-13,1,Nasarawa,10,10
IBD025384,Man Vs Wife,2022-10-13,2022-10-13,1,Ondo,10,10
IBD025408,Bandits Kill 1,2022-10-13,2022-10-13,1,Niger,10,10
IBD025462,One Killed,2022-10-13,2022-10-13,1,Anambra,10,10
IBD025447,Man Vs Neighbour,2022-10-13,2022-10-13,1,Lagos,10,10
IBD025389,Flooding,2022-10-13,2022-10-13,1,Anambra,10,10
IBD025379,Auto Crash,2022-10-13,2022-10-13,3,Plateau,10,10
IBD025392,Man Vs Lover,2022-10-13,2022-10-13,1,Akwa Ibom,10,10
IBD025605,Bandits Vs Farmers,2022-10-13,2022-10-13,10,Zamfara,10,10
IBD025369,Herders Vs Farmers,2022-10-12,2022-10-12,5,Benue,10,10
IBD025377,Gunmen Attack,2022-10-12,2022-10-12,3,Anambra,10,10
IBD025383,Flooding,2022-10-12,2022-10-12,6,Rivers,10,10
IBD025382,Police Vs Bandits,2022-10-12,2022-10-12,2,Katsina,10,10
IBD025378,Kidnappers Vs Man,2022-10-12,2022-10-12,1,Abuja,10,10
IBD025381,Auto Crash,2022-10-12,2022-10-12,1,Lagos,10,10
IBD025376,Man Vs Wife,2022-10-12,2022-10-12,1,Ogun,10,10
IBD025412,Ritual Killing,2022-10-12,2022-10-12,1,Lagos,10,10
IBD025385,Police Vs Bandits,2022-10-12,2022-10-12,2,Kaduna,10,10
IBD025396,Domestic Violence,2022-10-11,2022-10-11,1,Nasarawa,10,10
IBD025375,Widower,2022-10-11,2022-10-11,1,Imo,10,10
IBD025366,Lightning Kill 1,2022-10-11,2022-10-11,1,Ondo,10,10
IBD025364,Army Vs Boko Haram,2022-10-11,2022-10-11,19,Borno,10,10
IBD025451,Army Vs Bandits,2022-10-11,2022-10-11,10,Katsina,10,10
IBD025380,Police Vs Kidnapper,2022-10-11,2022-10-11,1,Plateau,10,10
IBD025643,Man Vs Boy,2022-10-11,2022-10-11,1,Bauchi,10,10
IBD025358,Army Vs Boko Haram,2022-10-11,2022-10-11,24,Borno,10,10
IBD025355,Man Vs Friend,2022-10-10,2022-10-10,1,Kano,10,10
IBD025357,Flooding,2022-10-10,2022-10-10,53,Delta,10,10
IBD025368,Lightning,2022-10-10,2022-10-10,2,Imo,10,10
IBD025356,Electrocution,2022-10-10,2022-10-10,1,Niger,10,10
IBD025359,Fulani Attack,2022-10-10,2022-10-10,1,Plateau,10,10
